Sno;Date;Province/State;Country;Last Update;Confirmed;Deaths;
1;01/22/2020 12:00:00;Anhui;China;01/22/2020 12:00:00;1.0;0.0;
2;01/22/2020 12:00:00;Beijing;China;01/22/2020 12:00:00;14.0;0.0;
3;01/22/2020 12:00:00;Chongqing;China;01/22/2020 12:00:00;6.0;0.0;
4;01/22/2020 12:00:00;Fujian;China;01/22/2020 12:00:00;1.0;0.0;
5;01/22/2020 12:00:00;Gansu;China;01/22/2020 12:00:00;0.0;0.0;
6;01/22/2020 12:00:00;Guangdong;China;01/22/2020 12:00:00;26.0;0.0;
7;01/22/2020 12:00:00;Guangxi;China;01/22/2020 12:00:00;2.0;0.0;
8;01/22/2020 12:00:00;Guizhou;China;01/22/2020 12:00:00;1.0;0.0;
9;01/22/2020 12:00:00;Hainan;China;01/22/2020 12:00:00;4.0;0.0;
10;01/22/2020 12:00:00;Hebei;China;01/22/2020 12:00:00;1.0;0.0;
11;01/22/2020 12:00:00;Heilongjiang;China;01/22/2020 12:00:00;0.0;0.0;
12;01/22/2020 12:00:00;Henan;China;01/22/2020 12:00:00;5.0;0.0;
13;01/22/2020 12:00:00;Hong Kong;China;01/22/2020 12:00:00;0.0;0.0;
14;01/22/2020 12:00:00;Hubei;China;01/22/2020 12:00:00;444.0;0.0;
15;01/22/2020 12:00:00;Hunan;China;01/22/2020 12:00:00;4.0;0.0;
16;01/22/2020 12:00:00;Inner Mongolia;China;01/22/2020 12:00:00;0.0;0.0;
17;01/22/2020 12:00:00;Jiangsu;China;01/22/2020 12:00:00;1.0;0.0;
18;01/22/2020 12:00:00;Jiangxi;China;01/22/2020 12:00:00;2.0;0.0;
19;01/22/2020 12:00:00;Jilin;China;01/22/2020 12:00:00;0.0;0.0;
20;01/22/2020 12:00:00;Liaoning;China;01/22/2020 12:00:00;2.0;0.0;
21;01/22/2020 12:00:00;Macau;China;01/22/2020 12:00:00;1.0;0.0;
22;01/22/2020 12:00:00;Ningxia;China;01/22/2020 12:00:00;1.0;0.0;
23;01/22/2020 12:00:00;Qinghai;China;01/22/2020 12:00:00;0.0;0.0;
24;01/22/2020 12:00:00;Shaanxi;China;01/22/2020 12:00:00;0.0;0.0;
25;01/22/2020 12:00:00;Shandong;China;01/22/2020 12:00:00;2.0;0.0;
26;01/22/2020 12:00:00;Shanghai;China;01/22/2020 12:00:00;9.0;0.0;
27;01/22/2020 12:00:00;Shanxi;China;01/22/2020 12:00:00;1.0;0.0;
28;01/22/2020 12:00:00;Sichuan;China;01/22/2020 12:00:00;5.0;0.0;
29;01/22/2020 12:00:00;Taiwan;China;01/22/2020 12:00:00;1.0;0.0;
30;01/22/2020 12:00:00;Tianjin;China;01/22/2020 12:00:00;4.0;0.0;
31;01/22/2020 12:00:00;Tibet;China;01/22/2020 12:00:00;0.0;0.0;
32;01/22/2020 12:00:00;Washington;US;01/22/2020 12:00:00;1.0;0.0;
33;01/22/2020 12:00:00;Xinjiang;China;01/22/2020 12:00:00;0.0;0.0;
34;01/22/2020 12:00:00;Yunnan;China;01/22/2020 12:00:00;1.0;0.0;
35;01/22/2020 12:00:00;Zhejiang;China;01/22/2020 12:00:00;10.0;0.0;
36;01/22/2020 12:00:00;;Japan;01/22/2020 12:00:00;2.0;0.0;
37;01/22/2020 12:00:00;;Thailand;01/22/2020 12:00:00;2.0;0.0;
38;01/22/2020 12:00:00;;South Korea;01/22/2020 12:00:00;1.0;0.0;
39;01/23/2020 12:00:00;Anhui;Mainland China;01/23/2020 12:00:00;9.0;0.0;
40;01/23/2020 12:00:00;Beijing;Mainland China;01/23/2020 12:00:00;22.0;0.0;
41;01/23/2020 12:00:00;Chongqing;Mainland China;01/23/2020 12:00:00;9.0;0.0;
42;01/23/2020 12:00:00;Fujian;Mainland China;01/23/2020 12:00:00;5.0;0.0;
43;01/23/2020 12:00:00;Gansu;Mainland China;01/23/2020 12:00:00;2.0;0.0;
44;01/23/2020 12:00:00;Guangdong;Mainland China;01/23/2020 12:00:00;32.0;0.0;
45;01/23/2020 12:00:00;Guangxi;Mainland China;01/23/2020 12:00:00;5.0;0.0;
46;01/23/2020 12:00:00;Guizhou;Mainland China;01/23/2020 12:00:00;3.0;0.0;
47;01/23/2020 12:00:00;Hainan;Mainland China;01/23/2020 12:00:00;5.0;0.0;
48;01/23/2020 12:00:00;Hebei;Mainland China;01/23/2020 12:00:00;1.0;1.0;
49;01/23/2020 12:00:00;Heilongjiang;Mainland China;01/23/2020 12:00:00;2.0;0.0;
50;01/23/2020 12:00:00;Henan;Mainland China;01/23/2020 12:00:00;5.0;0.0;
51;01/23/2020 12:00:00;Hong Kong;Hong Kong;01/23/2020 12:00:00;2.0;0.0;
52;01/23/2020 12:00:00;Hubei;Mainland China;01/23/2020 12:00:00;444.0;17.0;
53;01/23/2020 12:00:00;Hunan;Mainland China;01/23/2020 12:00:00;9.0;0.0;
54;01/23/2020 12:00:00;Inner Mongolia;Mainland China;01/23/2020 12:00:00;0.0;0.0;
55;01/23/2020 12:00:00;Jiangsu;Mainland China;01/23/2020 12:00:00;5.0;0.0;
56;01/23/2020 12:00:00;Jiangxi;Mainland China;01/23/2020 12:00:00;7.0;0.0;
57;01/23/2020 12:00:00;Jilin;Mainland China;01/23/2020 12:00:00;1.0;0.0;
58;01/23/2020 12:00:00;Liaoning;Mainland China;01/23/2020 12:00:00;3.0;0.0;
59;01/23/2020 12:00:00;Macau;Macau;01/23/2020 12:00:00;2.0;0.0;
60;01/23/2020 12:00:00;Ningxia;Mainland China;01/23/2020 12:00:00;1.0;0.0;
61;01/23/2020 12:00:00;Qinghai;Mainland China;01/23/2020 12:00:00;0.0;0.0;
62;01/23/2020 12:00:00;Shaanxi;Mainland China;01/23/2020 12:00:00;3.0;0.0;
63;01/23/2020 12:00:00;Shandong;Mainland China;01/23/2020 12:00:00;6.0;0.0;
64;01/23/2020 12:00:00;Shanghai;Mainland China;01/23/2020 12:00:00;16.0;0.0;
65;01/23/2020 12:00:00;Shanxi;Mainland China;01/23/2020 12:00:00;1.0;0.0;
66;01/23/2020 12:00:00;Sichuan;Mainland China;01/23/2020 12:00:00;8.0;0.0;
67;01/23/2020 12:00:00;Taiwan;Taiwan;01/23/2020 12:00:00;1.0;0.0;
68;01/23/2020 12:00:00;Tianjin;Mainland China;01/23/2020 12:00:00;4.0;0.0;
69;01/23/2020 12:00:00;Tibet;Mainland China;01/23/2020 12:00:00;0.0;0.0;
70;01/23/2020 12:00:00;Washington;US;01/23/2020 12:00:00;1.0;0.0;
71;01/23/2020 12:00:00;Xinjiang;Mainland China;01/23/2020 12:00:00;2.0;0.0;
72;01/23/2020 12:00:00;Yunnan;Mainland China;01/23/2020 12:00:00;2.0;0.0;
73;01/23/2020 12:00:00;Zhejiang;Mainland China;01/23/2020 12:00:00;27.0;0.0;
74;01/23/2020 12:00:00;;Japan;01/23/2020 12:00:00;1.0;0.0;
75;01/23/2020 12:00:00;;Thailand;01/23/2020 12:00:00;3.0;0.0;
76;01/23/2020 12:00:00;;South Korea;01/23/2020 12:00:00;1.0;0.0;
77;01/23/2020 12:00:00;;Singapore;01/23/2020 12:00:00;1.0;0.0;
78;01/23/2020 12:00:00;;Philippines;01/23/2020 12:00:00;0.0;0.0;
79;01/23/2020 12:00:00;;Malaysia;01/23/2020 12:00:00;0.0;0.0;
80;01/23/2020 12:00:00;;Vietnam;01/23/2020 12:00:00;2.0;0.0;
81;01/23/2020 12:00:00;;Australia;01/23/2020 12:00:00;0.0;0.0;
82;01/23/2020 12:00:00;;Mexico;01/23/2020 12:00:00;0.0;0.0;
83;01/23/2020 12:00:00;;Brazil;01/23/2020 12:00:00;0.0;0.0;
84;01/24/2020 12:00:00;Hubei;Mainland China;01/24/2020 12:00:00;549.0;24.0;
85;01/24/2020 12:00:00;Guangdong;Mainland China;01/24/2020 12:00:00;53.0;0.0;
86;01/24/2020 12:00:00;Zhejiang;Mainland China;01/24/2020 12:00:00;43.0;0.0;
87;01/24/2020 12:00:00;Beijing;Mainland China;01/24/2020 12:00:00;36.0;0.0;
88;01/24/2020 12:00:00;Chongqing;Mainland China;01/24/2020 12:00:00;27.0;0.0;
89;01/24/2020 12:00:00;Hunan;Mainland China;01/24/2020 12:00:00;24.0;0.0;
90;01/24/2020 12:00:00;Guangxi;Mainland China;01/24/2020 12:00:00;23.0;0.0;
91;01/24/2020 12:00:00;Shanghai;Mainland China;01/24/2020 12:00:00;20.0;0.0;
92;01/24/2020 12:00:00;Jiangxi;Mainland China;01/24/2020 12:00:00;18.0;0.0;
93;01/24/2020 12:00:00;Sichuan;Mainland China;01/24/2020 12:00:00;15.0;0.0;
94;01/24/2020 12:00:00;Shandong;Mainland China;01/24/2020 12:00:00;15.0;0.0;
95;01/24/2020 12:00:00;Anhui;Mainland China;01/24/2020 12:00:00;15.0;0.0;
96;01/24/2020 12:00:00;Fujian;Mainland China;01/24/2020 12:00:00;10.0;0.0;
97;01/24/2020 12:00:00;Henan;Mainland China;01/24/2020 12:00:00;9.0;0.0;
98;01/24/2020 12:00:00;Jiangsu;Mainland China;01/24/2020 12:00:00;9.0;0.0;
99;01/24/2020 12:00:00;Hainan;Mainland China;01/24/2020 12:00:00;8.0;0.0;
100;01/24/2020 12:00:00;Tianjin;Mainland China;01/24/2020 12:00:00;8.0;0.0;
